Title,Chapter,Verse,English Translation
Purushottama Yoga,Chapter 15,Verse 15.15,"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being?s body."
Purushottama Yoga,Chapter 15,Verse 15.16,"There are two souls or spirits in this universe O Arjuna, namely, the destructible and indestructible. The destructible are all the those souls that are living in this universe and the indestructible are those souls that can never be subjected to change and are steady in their devotion to Me (therefore achieving immortality)."
Purushottama Yoga,Chapter 15,Verse 15.17,"However dear Arjuna, there is another spirit that is the highest of all spirits and it is called the Supreme Spirit. The Supreme Spirit is none other than Me, the Eternal and Omniscient (existing everywhere) Lord who supports this entire universe."
Purushottama Yoga,Chapter 15,Verse 15.18,"Lord Krishna explained:Because I am beyond all perishable objects on earth and because I even surpass all that is imperishable, I am known throughout the world and in all the Holy Scriptures (Vedas), as the Supreme and Divine Spirit."
Purushottama Yoga,Chapter 15,Verse 15.19,"He who has a clear vision and is constantly occupied with only divine and pure thoughts, comes to immediately realize that I am the Highest and most Superior Being in this universe. He who truly realize this fact knows all that is to be known in this world and thus he worships Me, with all his might and soul."
Purushottama Yoga,Chapter 15,Verse 15.20,"Dear Arjuna, I have thus revealed to you, the most secret and most sacred of all teachings in this world. By fully knowing and understanding this secret My Dear Devotee, any man can truly see the Divine Light of wisdom and he, thus, will have fulfilled all his tasks and duties in this world."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.1,"All of the significant qualities in all beings such as: freedom from fear, purity of mind and heart, stability in knowledge and concentration, generosity in charity, self-control, sacrifice, constant study of the holy Scriptures, piousness and straightforwardness."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.2,"?Non-violence, truth, freedom from anger, detachment from all things, peacefulness (with mind and self), restraint from finding faults with others, compassion towards all living beings, detachment from greedy craving, gentleness, modesty, and stability of the mind and emotions."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.3,"Vigour, an attitude of forgiveness towards others, courage, purity, goodwill, towards others, and freedom from pride. All of these, dear Arjuna, are considered by Me to be the great characteristics of a man who possesses a divine nature and has come into this world from heaven."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.4,"Characteristics such as deceitfulness, arrogance, excessive pride, anger, harshness, rudeness and ignorance are the makings of a man who has been born on to this earth from fiery hell."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.5,"The qualities that exist within a person with a divine nature, leads that person to a blissful freedom and liberation from this world and all its material objects. However the evil traits that are found in a person with a demonic nature, blinds that person to this world and to the sensual objects it contains. But grieve not, beloved Devotee of Mine, you have been born with a divine personality and your final and ultimate destination is heaven."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.6,"There are basically two types of beings in this world O Arjuna. The first type is known to have a pure, pious and divine nature. The second however, has a demonic and evil nature. I have explained the divine nature to you in great length, O Arjuna. Now listen dear friend . as I describe the nature of the corrupt and evil and evil-doers in this world."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.7,"Evil men O Partha. do not know the difference between what should and should not be done. Neither purity nor good conduct, nor even a single sign of truth exists in their hearts."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.8,Men of this evil nature generally say that this world has no truth; is without a basis for morality and good-will; that no Lord exists and that nobody should show any love or devotion to Him; that there is no regular sequence (or law) of creation; and that birth is only the result of a natural union (of man and woman) and comes about due to pure lust and nothing else.
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.9,"Standing firmly by these and other wrong beliefs throughout their lives, these evil men (whose souls have become corrupt and lost), show very little intelligence and are constantly absorbed in performing their evil tasks and wrong-doings. These demonic people are the enemies of this world and its people, and are leading it to total destruction."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.10,"These corrupt beings darken their souls by surrendering to obsessive and unending evil desires. They are full of deceit, false pride and stubborness. They strongly support and encourage their evil views and continue to execute their corrupt and impure tasks."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.11,"These evil-doers become obsessed with their several evil concerns and corrupt desires which remain with them all of their lives until their death. The highest goal in their lives (that is constantly on their minds), is the attainment of sensual enjoyment and material happiness in life and nothing else matters to them."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.12,The Blessed Lord described: They are bound to this world by hundreds of vain desires and hopes. They are obsessed with anger and lust. They also use unfair and often criminal means to gain enormous natural wealth in order to satisfy their neverending cravings to possess material items.
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.13,"It is common to hear people utter such things in their conversations as: ?I have gained this today, and I shall attain this desires later. This wealth belongs to me and more wealth shall also soon be mine.?"
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.14,"The Great Lord continued to describe the thinking of the Rakshasas (demons): It is also common to hear them say:?I have destroyed this enemy to mine and in a short time, my other enemies shall also be removed from my path of enjoyment in life. I am a Lord and the only Lord. Life is mine to enjoy as I wish. I am successful, powerful and content in life.?"
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.15,"?I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).I shall give to various charities (to be celebrated as a great supporter of these charities) I shall thoroughly enjoy life as I please.?This, O Arjuna, is what people who are in a deluded,confused and corrupted state say.These peole who are confused by many foul thoughts and evil influences, entangled in the net of unending darkness and obsessive desires for material gains, they are blackened souls who fall down into a foul hell in the end."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.16,?I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.17,"In their moments of extreme pride and glory, when their minds are clouded up by the intoxication of their (temporary) material possessions, and while having wrong intentions, they perform their sacrifices. They perform the sacrificial rituals for the sake of show disregarding all the divine laws of sacrifice."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.18,"These evil beings are bound forever to their chains of selfishness, pride, arrogance, violence, anger and lust, These malicious men even despise Me, the true Lord of the Universe, who dwells even in their bodies and in those also with whom they associate."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.19,"hese devilish people who are cruel, whose soul is filled with hate, and who are among the worst men on earth, are ultimately thrown into destruction by Me the Supporter of all that is pure and who represents goodness in this world. O Arjuna, these people constantly remain in this vast cycle of constant birth and rebirth."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.20,"Furthermore, they are reborn into lower life forms and into currupt and evil families. They do not attain the highest state which is refuge in Me, O Arjuna, Instead, they choose to take the darker, lower path which leads to hell."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.21,"O Arjuna, there are three entrances or gateways to hell, all leading to the death of the self. These particular gates are known as the gateways of lust, anger, and greed. Man should avoid these gateways all his life or he shall inevitably suffer in hell after his death."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.22,"O son of Kunti, should a man free himself from these three doors, to hell, darkness and destruction, he discovers what is best for his inner spirit (or soul). He then ultimately reaches the highest goal by following the Supreme Path which leads to union with Me, the Supreme Spirit."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.23,"But, he who rejects and chooses not to follow the words of the Holy Scriptures (Vedas), and surrenders to his impulses and obsessive material desires, never attains perfection. Nor does he realize everlasting joy or peace, and most of all never discovers the Supreme Pathway which leads to My heart."
Daivasura-Sampad-Vibhaga Yoga,Chapter 16,Verse 16.24,"Therefore, O Pandava, regard the Holy Vedas as a guide to what is right and what is incorrect. Fully understand the words in these sacred writings, and most of all in this life, dutifully perform your responsibilities and work in their entirety."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.1,"Arjuna asked the Lord: What becomes of those people who do not obey the rules outlined by the Holy Scriptures yet perform ritual sacrifices with great faith and devotion? Are these people considered Saatvic (representing good), Rajas (representing passionate activity) or Tamas (immersed in total darkness and evil)?"
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.2,"The Blessed Lord said: O Arjuna, man possesses three kinds of faith that are born from his nature and these are: faith born out of light and goodness; faith born out of fire, or passion; faith that is born out of darkness or dullness. Now my dear devotee and friend, I shall describe all of the faiths."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.3,"The faith of every individual on earth O Arjuna is determined by their own nature. Man is made up of his own faith. Whatever a man?s faith is, in reality, that is what he is."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.4,"Beings who are pure in heart and mind, who are good- natured and believe in following the path of light, these people worship the Gods of light. Individuals who are constantly active in earning material wealth and power and those people who constantly indulge in sin and corruption while living in evil darkness, worship the evil spirits."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.5,"Those men who are selfish, corrupt, conceited, and false; whose actions are totally controlled by lust and passion; who perform terrible rituals that are forbidden by the Holy Scriptures."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.6,"and those who foolishly suppress the pure and natural life-giving powers within their bodies, as well as, at the same time, torture Me, who lives within their bodies; Arjuna, understand that the minds of these particular beings are filled with nothing but darkness and evil."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.7,"O Arjuna, even one of the most important necessities in life for all beings, namely food, belongs under three categories. Similarly, customs such as religious sacrifices, all acts of self-discipline, and self-restraint as well as the giving of gifts, can all be individually placed under three separate divisions."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.8,"For the man who is pure in heart and mind, the only foods that are dear to Him are pure foods that promote good health, mental power and physical strength, vitality, joy and cheerfulness in life. These are foods which have good taste, that are soothing and nourishing for the body, and which makes a man?s heart content."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.9,"The foods that appeal to the passionate people are those that are sour, bitter, salty, spicy, dry, very warm, painful (to eat), and at times cause pain and sickness after they are consumed."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.10,"Those people who strive on darkness and evil, eat foods that are impure, often stale and tasteless, rotten, lacking in freshness, and generally unfit to use during Holy offerings to Me."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.11,"A pure sacrifice is one where the religious offerings (made to Myself, the Almighty) are made with true love and adoration for Me. They are offerings that are made in accordance with the rules or Holy laws in our religious scriptures, with no expectation of rewards resulting from the performance of these sacrifices, and offerings that are made from the heart and only with the intention that it is one?s duty to perform this religious sacrifice."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.12,"However, O Bharata, a sacrifice that is done purely with the intention of receiving some reward, or done for the sake of display, is known as a Rajas sacrifice, which is an impure sacrifice."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.13,"Finally, My dear Devotee, the lowest type of sacrifice that exists is that which is performed by those that have darkened their inner-beings and are known to be of the dull, Tamas nature. When Tamas-nature people make sacrificial offerings, it is generally not in accordance with the holy rules of sacrifice, no gifts of pure food are distributed (Prashadam), no holy hymns are chanted, and the sacrifice is performed with no religious faith in Me whatsoever."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.14,"The worship of the Gods of Light; of the twice-born; worship and respect given to the religious teacher and the wise; worship and respect for all that is pure and true, all that represents justice and righteousness, virginity and non-violence, all of this brings tranquility and harmony to the body."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.15,"Speaking only those words which do not offend other beings, words which are truthful, pleasant, beautiful. beneficial and above all, words that exist only in the Holy Scriptures (Vedas), represent the harmony of speech."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.16,"Peace and tranquility of the mind, harmony and confidence in oneself, love, caring and gentleness towards others, and purity of the heart, are all the elements which create harmony of the mind."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.17,"If these three types of harmony are practised with supreme faith, a pure heart, truthful intentions, without any desire for rewards, and with a balanced mind and a peaceful soul, this is considered to be pure and total harmony and a definite sign that a person has chosen to follow the Saatvic path of light and ?goodness.?"
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.18,"However, My best of friend, he who falsely performs self-discipline and restraint purely for the sake of reputation, high honour, and for show, is considered to be impure and of the Rajas (passionate) nature. This type of self-restraint is unstable and lasts only temporarily."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.19,"When self-control is incorrectly performed by a dull person and results simply in self-torture for the person who is trying to restrain himself, or when it is performed for the sake of causing injury to another person, then this self-control leads to nowhere but into sheer darkness and further along the path of the Tamas Guna."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.20,"O Arjuna, hear now that what I have to say about gifts: A pure gift is that which is given with purity and kindness in the heart, given to the right person at the right time, given in the proper place, and above all when we expect nothing in return for the gift."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.21,"However Arjuna, when the gift is given with the expectation of receiving something in return, when it is also given for the sake of receiving future rewards or when the gift is given unwillingly from one person to another, this gift is considered impure and presented by a person of the Rajas nature."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.22,"A gift that is given to an unworthy (evil) person, at an improper time and place, given not from kindness in the heart, but with feelings of extreme pride and with contempt towards the other person, this gift, O Arjuna, is one that has evolved from darkness and has come from a person who is of the Tamas nature."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.23,"AUM, TAT, SAT (literal translation: the Lord who is the truth). Dear Partha, each one of these sacred words represents the three stages of the Brahman (the Brahman is the single word that describes where all Brahmins (spiritual teachers) have originated from). From the Brahman also evolved the Holy Scriptures (Vedas) and is today also known as the Supreme Spiritual Sacrifice."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.24,"Therefore, dear Arjuna, he who is a devoted follower of the Brahman, begins all acts of spiritual sacrifice, gift-giving, or self-perfection (which is really the achievement of inner-peace with the self), with the word Aum (Aum or the Lord is the very beginning of all things in the universe)."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.25,"The word Tat describes the actual performance of the Spiritual Sacrifice, the presentation of gifts, and all acts of self perfection and self-harmony. The performance of these acts (by those who seek true, infinite liberty from the world), without wishing for any rewards in return are done by the true followers of the Brahman, in accordance with the Holy laws, as stated in the Scriptures. If these acts are done properly, they lead a person further along the path towards Me, the Supreme Goal and Supreme Spirit."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.26,"Sat (derived from term Satya), is the word that literally means Supreme Truth and goodness. It is the end or final step in the actual Spiritual sacrifice and signifies the ultimate or final goal to be reached at the end of performing this religious ritual namely, to please Me in order to attain unity with Me. Since I am the Supreme Truth, O Arjuna, when a particular (religious) task is performed and has been properly completed, the result of this spiritual work is the attainment of the Supreme Truth or the attainment of Myself, the Lord."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.27,"Everlasting faithfulness is Spiritual Sacrifice, Self-harmony, and the giving of gifts, lead one on the pathway to achieving Sat, O Arjuna. This is a fact because all of these divisions of faith ultimately lead to Me, the Eternal Truth."
Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.28,"If any of these acts, O Arjuna, whether it is Spiritual Sacrifice, Self-perfection or the offering of pure and pleasant gifts, is done without faith and good incentives, Asat (all that is untrue and representative of darkness) is attained. By achieving Asat, one has really gained absolutely nothing, O Son of Kunti, because I hold the acts performed in Asat as useless, and having no importance in this world or in the afterworld."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.1,"Arjuna asked the Almighty Krishna:Please explain to me, Dear Lord, what it means to have truly RENOUNCED (surrendered from a materialistic nature) in this life."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.2,"The Blessed Lord replied:If one entirely gives up all selfish motives, desires and actions, this is called true RENUNCIATION, and he who has given up all desires for rewards for all work he has accomplished, is considered by Me to have totally SURRENDERED from the material way of life."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.3,"It is common for some people to say that constant constructive action disturbs people from fully concentrating on the Lord and his many beautiful qualities. Therefore, all performance of any task or responsibility should be renounced as well. However, still, other people say that all actions except those done for sacrifice, self-harmony, or gift-giving, should be given up."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.4,"Now My Dear Disciple, listen to Me as I disclose to you the true secret of surrendering and abandonment of materialism in this world. O Best of Men, there are three kinds of abandonment in this world that have been declared in this world by Me."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.5,"Tasks which involve works of sacrifice, gift-giving, and self-improvement should never be abandoned and should always be performed. I consider these acts, O Arjuna, to be those of purification and all those who are wise realize this fact."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.6,"However, dear Arjuna, these works of purification should be performed with freedom from attachment to material goods and without expectation of any rewards resulting from these actions. This, O Partha, is My decided and final word."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.7,"The Blessed Lord Advised: O Arjuna, it would be unwise to leave the holy work that should be completed, unfinished, Such an abandonment of work and surrender from action is a sin and would be an act of darkness as well as delusion."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.8,"O Arjuna, he who abandons his duties because he fears that some discomfort or pain will come to him by performing these duties, is of the Rajas Guna (nature) and his way of surrendering from work is a sign of this nature within him. You must realize, O Arjuna, that person actually accomplishes nothing when he performs his various tasks."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.9,"But, O son of Kunti, he who partakes in these holy tasks, O Arjuna, only because he knows that it is his duty to accomplish them, and at the same time forsakes all selfish desires and thoughts of receiving rewards, is considered by Me to be a man of ?goodness.? Because of performing his pure work, this man produces only peace, divine joy, and other SAATVIC results."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.10,"This wiseman, whose doubts no longer exist, who has learned the real truth about renunciation in this world, is a pure and SAATVIC man of peace. Whether a particular task is pleasant or painful to perform, he receives joy from accomplishing it."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.11,"Understand, Best of Men (Arjuna), that a mortal being cannot easily surrender and abstain entirely from work in this world. But it is possible for a person to surrender himself totally, from desiring rewards from the work he accomplishes. In My eyes dear Arjuna, he who does this, is one who has truly renounced this material world."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.12,"When a man perform duties (or work) of any kind only for the sake of reward, the work at times either brings pleasure or certain occasions, pain. However dear Arjuna, he who does work for the sake of gaining Eternal Happiness (by union with Me), he undoubtfully receives this Eternal and Infinite Bliss."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.13,"O Mighty-armed Arjuna, learn and realize from Me the five causes of all the actions in this world as stated in the holy SAMKHYA (one of the philosophical teachings on the subject of KARMA in the VEDANTA) in which all the end results of all actions are found."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.14,"The Lord described the five causes of action: The body itself, is the first. The second is the owner of the body who actually performs the action. The third is the various senses of the body, which allow perception of the world. The fourth is the different functions performed by the being and finally the Super-Soul within the being."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.15,"Whether a being?s means of actions are his body, mind, or speech, all of his actions whether good or bad. are caused by these five factors."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.16,"Therefore dear Arjuna, He who looks upon himself as the doer of all his actions, disregarding all of the five actual causes of action, has clouded vision, deluded intelligence, and cannot see things as they really are."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.17,"He who is free from the bondages of selfishness, and is rid of all ill thoughts, and desires, even if he kills others in this world, he is not actually killing them (because he, in effect, is carrying out his prescribed duty which is actually the predetermined will of God). This person is not bound to this world by his actions in any way whatsoever, O Arjuna."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.18,"rjuna, there are three instigators (stimuli) of action in this world namely, knowledge itself (that which is perceived through the senses and interpreted by a being through his mind and intellect), the object of knowledge (that which a being uses to receive his knowledge and ultimately gains his intelligence from after he perceives the useful information through his senses), and of course the knower (who is the SELF or the JIVATMAN ? that which receives and is affected by the stimulus to perform the action of learning). The three factors involved in the accomplishment of any task are the senses, the actual work and the performer of the work."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.19,"Now Arjuna, listen as I tell you the different kinds of knowledge, types of work, and the different categories of workers, that have been stated in the terms outlined by the philosophies of the three modes of material nature."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.20,"When one can see Eternity, Infinity, and an undivided spiritual nature in things that are mortal, perishable, and divided in their spiritual nature, he has acquired the pure SAATVIC knowledge (or the knowledge of ?goodness,? concerning the spiritual soul beyond the body)."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.21,"However, Partha, if one can only see the multitude of things in this world in terms of their limitations and divisions, then this being possesses the impure knowledge of the Rajas mode of nature. (This passionately natured person possesses knowledge that is derived from many theories, teachings, mental logic, and speculation that exist in this world)."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.22,"However dear Arjuna, if one selfishly views one particular thing (namely the body) as if it is all and everything that is to be concerned about, the knowledge he possesses does not allow him to see beyond the perishable objects and beings in this world. He considers himself the one and only, independent, and seperate from all other beings in this world."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.23,"The Blessed Lord explained: When work is done as if it were a sacred task, Without any selfish, motives, with a peaceful mind, without any feelings of lust and hate, and without any desire for rewards, I consider this work to be pure and SATTVIC."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.24,"But when any task is completed with selfish desires in mind, looked upon as an effort and nothing more, looked upon as if it was a great sacrifice to have completed a task, this type of work is impure and only performed by Rajas-natured people."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.25,"The work which one completes with a confused mind and deluded intelligence, without any cares about the horrible consequences that might result from his selfish tasks; work that is done without concern for the bondage that it creates for the performer; work done without any heed to injury or harm that might come to others because of one?s (evil) actions; or work accomplished without worrying about one?s own loss; these are work done out of darkness by those who are known as Tamsic-natured people."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.26,"A man who is free from the bondages of selfish and material attachments, who is without a false ego, unaffected by material desires or the fluctuations between success and failure, and who has enthusiasm, is said to be a man of the Saatvic-nature and in the mode of goodness."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.27,"The worker who is over-attached to his work and activity, and to the results of his work, who wants to enjoy the good results, who is always jealous of the other?s possessions, is selfish, greedy, violent, impure, and who is affected by both pleasure and pain, is a man of the impure, Rajas-nature."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.28,"A person whose behaviour is marked by ignorance, conceit, vulgarity, deceit, maliciousness, offence to others, laziness, without self-harmony, procrastination, materialism, and speaking and doing things against the Holy Scriptures, is said to be a man who possesses the dark and ignorant Tamas-personality."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.29,"Now Arjuna, hear and understand as I reveal to you the three divisions of wisdom and stability of the mind, according to the three GUNAS (modes of nature)."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.30,"Pure and SAATVIC wisdom, O Partha, is that which one possesses when one knows when to go to a certain point and when to return; what should and should not be done; what fear is and what courage is; and who recognizes the difference between bondage to this world and freedom from it."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.31,"The wisdom which is characterized by a lack of understanding of what should and should not be done; between what is religious and non-religious activity; between what is right and wrong; and when a person constantly mistakes action to be performed, with action not to be performed, that person has impure, passionate, or Rajas wisdom."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.32,"O Arjuna, there is wisdom obscured in darkness and ignorance. A being possesses this TAMAS reasoning if he thinks that wrong is right; if he is always under illusions and misconceptions about truths in this world, and considers religious tasks and devilish tasks to be one and the same."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.33,"O Partha, while practising Yoga and full concentration on Me (who resides in the soul of every being), unbreakable determination and stability of mind is developed and sustained. The practice of YOGA harmoniously balances the mind and a being?s every breath of life. This pure STEADINESS and stability is known to be found in those who are of the SAATVIC- natured."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.34,"But Arjuna, he who uses his steadiness only for the purpose of gaining fruits and rewards in areas that involve both his personal, financial money matters and religious rituals, possesses the steadiness of passion. This impure determination and stability of the mind is common to those who have the RAJAS GUNA within them."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.35,"That steadiness which cannot overcome unreality. fearfulness, laziness, depression, lust, illusion, and self-pity, is foolish steadiness and is undoubtedly one belonging the dark TAMAS-nature."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.36,"Now great Arjuna, I will disclose to you the three types of pleasure that exist in this world. There is a divine and pure pleasure that one receives from following the righteous path of ?Light and Goodness.? This path leads to the end of all hardship.
The Blessed Lord Spoke: O Arjuna, that which in the beginning may seem to be the cup of sorrow but is found in the end to be the cup of sweet nectar, refreshes one to the state of self-realization. This, My Dear Devotee, is pure pleasure and happiness which allows one to clearly see and feel Me, the Spirit within their hearts. This pleasure is known as the SAATVIC pleasure, O Arjuna."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.37,"That which is like poison at first, but in the end like nectar, that pleasure is declared to be SATTVIC (pure) born of the purity of ones own mind due to Self realisation."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.38,"However O Arjuna, pleasure which is derived immediately from the contact of the senses with their objects, appears to the human senses as the sweet nectar at first, but later it is discovered to be nothing more than poison to one?s own being. This pleasure is known as the Rajas pleasure of passion."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.39,"That type of pleasure which blinds one to the path leading to true self-harmony and self-realization, both in the beginning as well as in the end, is known as the TAMAS pleasure. This pleasure is derived from drowziness, laziness, carelessness and illusion. Instead of bringing divine happiness to the soul, it deludes the soul and darkness surrounds it."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.40,"Nothing exists, either on the face of this earth or among the Demi- gods in heaven, which is free from the three powers of nature, dear Bharata,"
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.41,"O Arjuna, all the different qualities of work of the various casts in society, namely the Brahmins, Kshastriyas, Vaisyas, and Sudras are determined according to the three modes of nature."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.42,"Now, O Arjuna, let Me describe to you all of these individual members of society: The works of the Brahmins are characterized by such qualities as, peacefulness, self-control, purity, tolerance, honesty, faith, righteousness,and wisdom."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.43,"The valiant work of the Kshastriyas are marked by their heroic minds, power, resourcefulness, determination, courage in battle, generosity in charity and noble leadership."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.44,"The Vaisyas and the Sudras are known to provide the services of farming, rearing cattle, and agricultural trade for society."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.45,"All of these people who are the various components that make up society, attain the truest state of perfection when they perform their work while at the same time find great joy and happiness in performing their designated tasks."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.46,"They all reach perfection while performing their various designated tasks in society and of course by worship of the Lord, who is the maker and source of all existence (and beyond) in this world. O Arjuna, listen carefully now as I explain how a man achieves perfection while still finding joy in his duties and other work in this world."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.47,"O Arjuna, it is far better to perform one?s own tasks imperfectly rather than to perform someone else?s tasks with perfection. When a man does the work that is prescribed to him, no sins or sinful desires can affect this man."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.48,"A man should never foresake his own tasks, even if he cannot complete them in full perfection, simply because it is a known fact that every (human) endeavour consists of some fault or imperfection just as all fire consists of smoke."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.49,"When a man?s ultimate goal is to achieve freedom from material bondage in this world, and his soul is divine and in pure harmony, he can attain the results of RENUNCIATION (detachment from material objects) which thus, leads him to the Supreme Region of Peace, Happiness and Bliss, which is with Me, in glorious heaven."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.50,"Hear now, Arjuna, as I reveal to you how one reaches the highest and most perfect stage of renunciation known as the BRAHMAN."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.51,"When one possesses clear reasoning abilities, control of the mind, pure determination, and a divine soul; when he has totally given up all the objects that bring pleasure to his senses; whose spirit has risen beyond the emotional states of passion and hate."
