,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
554,Purushottama Yoga,15,5,"A man whose thinking is pure and consists of no evil; a man who has totally freed himself from the bondages of pride and delusion; who has broken free from the chains of attachment and all material desires; who has surrendered all selfish desires; who has learned to direct full concentration of the mind on the Supreme Spirit; and who has liberated himself from the opposing feelings of pleasure and pain, always achieves a place in the divine and Eternal Abode (shelter) that is within Me, the Almighty.",0.0,1169.2301,1300.9612,1491.9252,0.0
555,Purushottama Yoga,15,6,"That place upon which the sun cannot cast its glorious radiance, where the moon can shed no light, and where no fire, burns is what is known as My Supreme Abode. Here only the radiant light of My Eternal Glory shines. Those who reach this sacred destination, never return to suffer in this world again O Arjuna.",1251.4421,1036.0706,764.68756,0.0,0.0
556,Purushottama Yoga,15,7,"The Blessed Lord confided:O Arjuna, in this world, a certain fraction of My Eternal Spirit taken birth. This fragment of My Supreme Soul attracts the five senses plus an additional sixth one known as the mind and resides within the human body, in the realm of nature, on earth.",0.0,1227.3912,1375.4896,1568.5852,0.0
557,Purushottama Yoga,15,8,"When I, the Lord of all the bodies that walk on this earth, enter a particular body. (and give it life and soul), and later when I leave this body (in the form of the body?s soul), I take the senses and the mind with Me and drift away like the wind that carries away sweet fragrances from their hidden sources within nature.",730.5864,658.03687,740.321,0.0,0.0
558,Purushottama Yoga,15,9,"Therefore, O Arjuna, after I enter the body of a particular being in this world, as its soul, I bestow upon this being its five senses namely, its eyesight, hearing, touch, taste, and smell, as well as its mind and furthermore it is because of Me that these senses function and stay operable. Thus, a being is able to experience the various objects in this world through his senses.",1044.8981,958.2674,1057.4221,0.0,0.0
559,Purushottama Yoga,15,10,"O Arjuna, only those people whose vision is clouded and whose mind is deluded are unable to see and realize Me as actually existing within them as their inner-selves and they do not realize that I am a part of human nature itself, whether or not I stay or depart from within them.",1791.78,1493.7169,922.09045,0.0,0.0
560,Purushottama Yoga,15,11,"Those people who are pure at heart and are constantly striving to see Me, inevitably see Me, the Lord who dwells in their own heart. However those people who are impure at heart and in their minds never perceive Me, the Supreme Spirit, no matter how much they strive.",1495.1926,1246.9354,812.7958,0.0,0.0
561,Purushottama Yoga,15,12,"The Blessed Lord spoken in His Divine Voice: Arjuna, you should realize and always remember that the beautiful and overwhelming light that comes from the sun and illuminates the whole universe, the soft and splendrous light that is emitted by the moon, and the radiant glow of a fire, all come from within Me and exist because of me alone.",0.0,786.12213,1221.4633,424.26984,0.0
562,Purushottama Yoga,15,13,"Upon entering into this world from the Heavens, O Arjuna, it is My Divine Energy that gives life and support to all things on this earth. As such, My Glory is so Divine and Beautiful that I become the Sacred Some plant that nourishes all the other plants and herbs on this earth. (The Soma or Moon plant, as it is literally translated, contains syrup that is considered to be very nourishing and healthy.)",1149.3595,942.1242,727.5898,0.0,0.0
563,Purushottama Yoga,15,14,"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being?s body.",848.23035,1005.05475,1222.8529,0.0,0.0
564,Purushottama Yoga,15,15,"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being?s body.",848.23035,1005.05475,1222.8529,0.0,0.0
565,Purushottama Yoga,15,16,"There are two souls or spirits in this universe O Arjuna, namely, the destructible and indestructible. The destructible are all the those souls that are living in this universe and the indestructible are those souls that can never be subjected to change and are steady in their devotion to Me (therefore achieving immortality).",1101.763,870.20575,814.8353,0.0,0.0
566,Purushottama Yoga,15,17,"However dear Arjuna, there is another spirit that is the highest of all spirits and it is called the Supreme Spirit. The Supreme Spirit is none other than Me, the Eternal and Omniscient (existing everywhere) Lord who supports this entire universe.",0.0,651.0852,847.89355,664.8588,0.0
567,Purushottama Yoga,15,18,"Lord Krishna explained:Because I am beyond all perishable objects on earth and because I even surpass all that is imperishable, I am known throughout the world and in all the Holy Scriptures (Vedas), as the Supreme and Divine Spirit.",1122.6454,936.9045,558.1049,0.0,0.0
568,Purushottama Yoga,15,19,"He who has a clear vision and is constantly occupied with only divine and pure thoughts, comes to immediately realize that I am the Highest and most Superior Being in this universe. He who truly realize this fact knows all that is to be known in this world and thus he worships Me, with all his might and soul.",1871.6405,1562.7678,1025.2979,0.0,0.0
569,Purushottama Yoga,15,20,"Dear Arjuna, I have thus revealed to you, the most secret and most sacred of all teachings in this world. By fully knowing and understanding this secret My Dear Devotee, any man can truly see the Divine Light of wisdom and he, thus, will have fulfilled all his tasks and duties in this world.",1505.5436,1253.4568,877.83453,0.0,0.0
570,Daivasura-Sampad-Vibhaga Yoga,16,1,"All of the significant qualities in all beings such as: freedom from fear, purity of mind and heart, stability in knowledge and concentration, generosity in charity, self-control, sacrifice, constant study of the holy Scriptures, piousness and straightforwardness.",0.0,1431.9922,1576.9733,1858.6694,0.0
571,Daivasura-Sampad-Vibhaga Yoga,16,2,"?Non-violence, truth, freedom from anger, detachment from all things, peacefulness (with mind and self), restraint from finding faults with others, compassion towards all living beings, detachment from greedy craving, gentleness, modesty, and stability of the mind and emotions.",0.0,807.9039,944.36255,979.9933,0.0
572,Daivasura-Sampad-Vibhaga Yoga,16,3,"Vigour, an attitude of forgiveness towards others, courage, purity, goodwill, towards others, and freedom from pride. All of these, dear Arjuna, are considered by Me to be the great characteristics of a man who possesses a divine nature and has come into this world from heaven.",111.62714,865.76385,1391.6436,240.59506,0.0
573,Daivasura-Sampad-Vibhaga Yoga,16,4,"Characteristics such as deceitfulness, arrogance, excessive pride, anger, harshness, rudeness and ignorance are the makings of a man who has been born on to this earth from fiery hell.",227.38892,816.6497,1277.2092,101.52711,0.0
574,Daivasura-Sampad-Vibhaga Yoga,16,5,"The qualities that exist within a person with a divine nature, leads that person to a blissful freedom and liberation from this world and all its material objects. However the evil traits that are found in a person with a demonic nature, blinds that person to this world and to the sensual objects it contains. But grieve not, beloved Devotee of Mine, you have been born with a divine personality and your final and ultimate destination is heaven.",1422.8933,1159.0411,950.8654,0.0,0.0
575,Daivasura-Sampad-Vibhaga Yoga,16,6,"There are basically two types of beings in this world O Arjuna. The first type is known to have a pure, pious and divine nature. The second however, has a demonic and evil nature. I have explained the divine nature to you in great length, O Arjuna. Now listen dear friend . as I describe the nature of the corrupt and evil and evil-doers in this world.",1089.2166,881.6482,878.64825,0.0,0.0
576,Daivasura-Sampad-Vibhaga Yoga,16,7,"Evil men O Partha. do not know the difference between what should and should not be done. Neither purity nor good conduct, nor even a single sign of truth exists in their hearts.",1672.3792,1395.5156,874.8377,0.0,0.0
577,Daivasura-Sampad-Vibhaga Yoga,16,8,Men of this evil nature generally say that this world has no truth; is without a basis for morality and good-will; that no Lord exists and that nobody should show any love or devotion to Him; that there is no regular sequence (or law) of creation; and that birth is only the result of a natural union (of man and woman) and comes about due to pure lust and nothing else.,201.88101,603.03986,1004.45654,72.93898,0.0
578,Daivasura-Sampad-Vibhaga Yoga,16,9,"Standing firmly by these and other wrong beliefs throughout their lives, these evil men (whose souls have become corrupt and lost), show very little intelligence and are constantly absorbed in performing their evil tasks and wrong-doings. These demonic people are the enemies of this world and its people, and are leading it to total destruction.",516.989,760.6429,1040.3124,0.0,0.0
579,Daivasura-Sampad-Vibhaga Yoga,16,10,"These corrupt beings darken their souls by surrendering to obsessive and unending evil desires. They are full of deceit, false pride and stubborness. They strongly support and encourage their evil views and continue to execute their corrupt and impure tasks.",1333.9673,1091.7175,875.70197,0.0,0.0
580,Daivasura-Sampad-Vibhaga Yoga,16,11,"These evil-doers become obsessed with their several evil concerns and corrupt desires which remain with them all of their lives until their death. The highest goal in their lives (that is constantly on their minds), is the attainment of sensual enjoyment and material happiness in life and nothing else matters to them.",0.0,832.53503,1317.9014,387.27032,0.0
581,Daivasura-Sampad-Vibhaga Yoga,16,12,The Blessed Lord described: They are bound to this world by hundreds of vain desires and hopes. They are obsessed with anger and lust. They also use unfair and often criminal means to gain enormous natural wealth in order to satisfy their neverending cravings to possess material items.,1417.5802,1165.489,911.57635,0.0,0.0
582,Daivasura-Sampad-Vibhaga Yoga,16,13,"It is common to hear people utter such things in their conversations as: ?I have gained this today, and I shall attain this desires later. This wealth belongs to me and more wealth shall also soon be mine.?",2080.4849,1735.734,1077.8508,0.0,0.0
583,Daivasura-Sampad-Vibhaga Yoga,16,14,"The Great Lord continued to describe the thinking of the Rakshasas (demons): It is also common to hear them say:?I have destroyed this enemy to mine and in a short time, my other enemies shall also be removed from my path of enjoyment in life. I am a Lord and the only Lord. Life is mine to enjoy as I wish. I am successful, powerful and content in life.?",1634.5076,1362.7509,870.5466,0.0,0.0
584,Daivasura-Sampad-Vibhaga Yoga,16,15,"?I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).I shall give to various charities (to be celebrated as a great supporter of these charities) I shall thoroughly enjoy life as I please.?This, O Arjuna, is what people who are in a deluded,confused and corrupted state say.These peole who are confused by many foul thoughts and evil influences, entangled in the net of unending darkness and obsessive desires for material gains, they are blackened souls who fall down into a foul hell in the end.",1478.5676,1234.4102,808.7812,0.0,0.0
585,Daivasura-Sampad-Vibhaga Yoga,16,16,?I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).,1824.2642,1526.6833,873.46716,0.0,0.0
586,Daivasura-Sampad-Vibhaga Yoga,16,17,"In their moments of extreme pride and glory, when their minds are clouded up by the intoxication of their (temporary) material possessions, and while having wrong intentions, they perform their sacrifices. They perform the sacrificial rituals for the sake of show disregarding all the divine laws of sacrifice.",0.0,1127.8424,1402.8878,1214.7911,0.0
587,Daivasura-Sampad-Vibhaga Yoga,16,18,"These evil beings are bound forever to their chains of selfishness, pride, arrogance, violence, anger and lust, These malicious men even despise Me, the true Lord of the Universe, who dwells even in their bodies and in those also with whom they associate.",488.00748,828.6786,1154.7046,0.0,0.0
588,Daivasura-Sampad-Vibhaga Yoga,16,19,"hese devilish people who are cruel, whose soul is filled with hate, and who are among the worst men on earth, are ultimately thrown into destruction by Me the Supporter of all that is pure and who represents goodness in this world. O Arjuna, these people constantly remain in this vast cycle of constant birth and rebirth.",358.91595,796.3255,1169.1805,0.0,0.0
589,Daivasura-Sampad-Vibhaga Yoga,16,20,"Furthermore, they are reborn into lower life forms and into currupt and evil families. They do not attain the highest state which is refuge in Me, O Arjuna, Instead, they choose to take the darker, lower path which leads to hell.",1409.996,1170.0361,840.262,0.0,0.0
590,Daivasura-Sampad-Vibhaga Yoga,16,21,"O Arjuna, there are three entrances or gateways to hell, all leading to the death of the self. These particular gates are known as the gateways of lust, anger, and greed. Man should avoid these gateways all his life or he shall inevitably suffer in hell after his death.",1204.5076,970.27313,914.225,0.0,0.0
591,Daivasura-Sampad-Vibhaga Yoga,16,22,"O son of Kunti, should a man free himself from these three doors, to hell, darkness and destruction, he discovers what is best for his inner spirit (or soul). He then ultimately reaches the highest goal by following the Supreme Path which leads to union with Me, the Supreme Spirit.",0.0,738.18823,1080.4313,517.2945,0.0
592,Daivasura-Sampad-Vibhaga Yoga,16,23,"But, he who rejects and chooses not to follow the words of the Holy Scriptures (Vedas), and surrenders to his impulses and obsessive material desires, never attains perfection. Nor does he realize everlasting joy or peace, and most of all never discovers the Supreme Pathway which leads to My heart.",1066.2476,855.25323,766.2682,0.0,0.0
593,Daivasura-Sampad-Vibhaga Yoga,16,24,"Therefore, O Pandava, regard the Holy Vedas as a guide to what is right and what is incorrect. Fully understand the words in these sacred writings, and most of all in this life, dutifully perform your responsibilities and work in their entirety.",725.2116,906.44196,1193.8613,0.0,0.0
594,Shraddhatraya-Vibhaga Yoga,17,1,"Arjuna asked the Lord: What becomes of those people who do not obey the rules outlined by the Holy Scriptures yet perform ritual sacrifices with great faith and devotion? Are these people considered Saatvic (representing good), Rajas (representing passionate activity) or Tamas (immersed in total darkness and evil)?",0.0,300.4695,272.51764,1093.7031,0.0
595,Shraddhatraya-Vibhaga Yoga,17,2,"The Blessed Lord said: O Arjuna, man possesses three kinds of faith that are born from his nature and these are: faith born out of light and goodness; faith born out of fire, or passion; faith that is born out of darkness or dullness. Now my dear devotee and friend, I shall describe all of the faiths.",120.4129,574.32935,946.1547,123.89132,0.0
596,Shraddhatraya-Vibhaga Yoga,17,3,"The faith of every individual on earth O Arjuna is determined by their own nature. Man is made up of his own faith. Whatever a man?s faith is, in reality, that is what he is.",1022.80676,911.8467,980.30865,0.0,0.0
597,Shraddhatraya-Vibhaga Yoga,17,4,"Beings who are pure in heart and mind, who are good- natured and believe in following the path of light, these people worship the Gods of light. Individuals who are constantly active in earning material wealth and power and those people who constantly indulge in sin and corruption while living in evil darkness, worship the evil spirits.",169.00305,947.6171,1488.8749,215.81845,0.0
598,Shraddhatraya-Vibhaga Yoga,17,5,"Those men who are selfish, corrupt, conceited, and false; whose actions are totally controlled by lust and passion; who perform terrible rituals that are forbidden by the Holy Scriptures.",0.0,790.8793,1113.3461,597.6206,0.0
599,Shraddhatraya-Vibhaga Yoga,17,6,"and those who foolishly suppress the pure and natural life-giving powers within their bodies, as well as, at the same time, torture Me, who lives within their bodies; Arjuna, understand that the minds of these particular beings are filled with nothing but darkness and evil.",288.43365,811.87646,1256.87,55.627316,0.0
600,Shraddhatraya-Vibhaga Yoga,17,7,"O Arjuna, even one of the most important necessities in life for all beings, namely food, belongs under three categories. Similarly, customs such as religious sacrifices, all acts of self-discipline, and self-restraint as well as the giving of gifts, can all be individually placed under three separate divisions.",0.0,1069.579,1503.1915,923.301,0.0
601,Shraddhatraya-Vibhaga Yoga,17,8,"For the man who is pure in heart and mind, the only foods that are dear to Him are pure foods that promote good health, mental power and physical strength, vitality, joy and cheerfulness in life. These are foods which have good taste, that are soothing and nourishing for the body, and which makes a man?s heart content.",1411.7844,1158.0579,888.12915,0.0,0.0
602,Shraddhatraya-Vibhaga Yoga,17,9,"The foods that appeal to the passionate people are those that are sour, bitter, salty, spicy, dry, very warm, painful (to eat), and at times cause pain and sickness after they are consumed.",1113.8419,907.856,710.03094,0.0,0.0
603,Shraddhatraya-Vibhaga Yoga,17,10,"Those people who strive on darkness and evil, eat foods that are impure, often stale and tasteless, rotten, lacking in freshness, and generally unfit to use during Holy offerings to Me.",1296.052,1064.5046,814.7268,0.0,0.0
604,Shraddhatraya-Vibhaga Yoga,17,11,"A pure sacrifice is one where the religious offerings (made to Myself, the Almighty) are made with true love and adoration for Me. They are offerings that are made in accordance with the rules or Holy laws in our religious scriptures, with no expectation of rewards resulting from the performance of these sacrifices, and offerings that are made from the heart and only with the intention that it is one?s duty to perform this religious sacrifice.",194.83961,759.88727,1249.7662,131.22285,0.0
605,Shraddhatraya-Vibhaga Yoga,17,12,"However, O Bharata, a sacrifice that is done purely with the intention of receiving some reward, or done for the sake of display, is known as a Rajas sacrifice, which is an impure sacrifice.",0.0,901.3562,1357.5055,652.7082,0.0
606,Shraddhatraya-Vibhaga Yoga,17,13,"Finally, My dear Devotee, the lowest type of sacrifice that exists is that which is performed by those that have darkened their inner-beings and are known to be of the dull, Tamas nature. When Tamas-nature people make sacrificial offerings, it is generally not in accordance with the holy rules of sacrifice, no gifts of pure food are distributed (Prashadam), no holy hymns are chanted, and the sacrifice is performed with no religious faith in Me whatsoever.",237.88808,650.40985,1055.599,54.82281,0.0
607,Shraddhatraya-Vibhaga Yoga,17,14,"The worship of the Gods of Light; of the twice-born; worship and respect given to the religious teacher and the wise; worship and respect for all that is pure and true, all that represents justice and righteousness, virginity and non-violence, all of this brings tranquility and harmony to the body.",0.0,1299.9254,1518.8213,1568.7615,0.0
608,Shraddhatraya-Vibhaga Yoga,17,15,"Speaking only those words which do not offend other beings, words which are truthful, pleasant, beautiful. beneficial and above all, words that exist only in the Holy Scriptures (Vedas), represent the harmony of speech.",298.45132,513.94305,822.1128,0.0,0.0
609,Shraddhatraya-Vibhaga Yoga,17,16,"Peace and tranquility of the mind, harmony and confidence in oneself, love, caring and gentleness towards others, and purity of the heart, are all the elements which create harmony of the mind.",0.0,1315.6931,1723.3188,1297.144,0.0
610,Shraddhatraya-Vibhaga Yoga,17,17,"If these three types of harmony are practised with supreme faith, a pure heart, truthful intentions, without any desire for rewards, and with a balanced mind and a peaceful soul, this is considered to be pure and total harmony and a definite sign that a person has chosen to follow the Saatvic path of light and ?goodness.?",1480.9553,1217.6218,938.49133,0.0,0.0
611,Shraddhatraya-Vibhaga Yoga,17,18,"However, My best of friend, he who falsely performs self-discipline and restraint purely for the sake of reputation, high honour, and for show, is considered to be impure and of the Rajas (passionate) nature. This type of self-restraint is unstable and lasts only temporarily.",0.0,1008.42346,1221.1643,1157.2582,0.0
612,Shraddhatraya-Vibhaga Yoga,17,19,"When self-control is incorrectly performed by a dull person and results simply in self-torture for the person who is trying to restrain himself, or when it is performed for the sake of causing injury to another person, then this self-control leads to nowhere but into sheer darkness and further along the path of the Tamas Guna.",1111.024,953.0051,1009.7561,0.0,0.0
613,Shraddhatraya-Vibhaga Yoga,17,20,"O Arjuna, hear now that what I have to say about gifts: A pure gift is that which is given with purity and kindness in the heart, given to the right person at the right time, given in the proper place, and above all when we expect nothing in return for the gift.",1571.771,1309.0146,907.33,0.0,0.0
614,Shraddhatraya-Vibhaga Yoga,17,21,"However Arjuna, when the gift is given with the expectation of receiving something in return, when it is also given for the sake of receiving future rewards or when the gift is given unwillingly from one person to another, this gift is considered impure and presented by a person of the Rajas nature.",458.1766,903.2593,1326.753,0.0,0.0
615,Shraddhatraya-Vibhaga Yoga,17,22,"A gift that is given to an unworthy (evil) person, at an improper time and place, given not from kindness in the heart, but with feelings of extreme pride and with contempt towards the other person, this gift, O Arjuna, is one that has evolved from darkness and has come from a person who is of the Tamas nature.",0.0,949.75964,1361.0299,756.81665,0.0
616,Shraddhatraya-Vibhaga Yoga,17,23,"AUM, TAT, SAT (literal translation: the Lord who is the truth). Dear Partha, each one of these sacred words represents the three stages of the Brahman (the Brahman is the single word that describes where all Brahmins (spiritual teachers) have originated from). From the Brahman also evolved the Holy Scriptures (Vedas) and is today also known as the Supreme Spiritual Sacrifice.",0.0,591.1003,553.04034,1901.019,0.0
617,Shraddhatraya-Vibhaga Yoga,17,24,"Therefore, dear Arjuna, he who is a devoted follower of the Brahman, begins all acts of spiritual sacrifice, gift-giving, or self-perfection (which is really the achievement of inner-peace with the self), with the word Aum (Aum or the Lord is the very beginning of all things in the universe).",0.0,997.3461,997.091,1775.1354,0.0
618,Shraddhatraya-Vibhaga Yoga,17,25,"The word Tat describes the actual performance of the Spiritual Sacrifice, the presentation of gifts, and all acts of self perfection and self-harmony. The performance of these acts (by those who seek true, infinite liberty from the world), without wishing for any rewards in return are done by the true followers of the Brahman, in accordance with the Holy laws, as stated in the Scriptures. If these acts are done properly, they lead a person further along the path towards Me, the Supreme Goal and Supreme Spirit.",0.0,1175.4072,1332.0372,1474.9202,0.0
619,Shraddhatraya-Vibhaga Yoga,17,26,"Sat (derived from term Satya), is the word that literally means Supreme Truth and goodness. It is the end or final step in the actual Spiritual sacrifice and signifies the ultimate or final goal to be reached at the end of performing this religious ritual namely, to please Me in order to attain unity with Me. Since I am the Supreme Truth, O Arjuna, when a particular (religious) task is performed and has been properly completed, the result of this spiritual work is the attainment of the Supreme Truth or the attainment of Myself, the Lord.",0.0,786.3267,1088.4723,700.4852,0.0
620,Shraddhatraya-Vibhaga Yoga,17,27,"Everlasting faithfulness is Spiritual Sacrifice, Self-harmony, and the giving of gifts, lead one on the pathway to achieving Sat, O Arjuna. This is a fact because all of these divisions of faith ultimately lead to Me, the Eternal Truth.",0.0,904.99274,1292.2731,744.0525,0.0
621,Shraddhatraya-Vibhaga Yoga,17,28,"If any of these acts, O Arjuna, whether it is Spiritual Sacrifice, Self-perfection or the offering of pure and pleasant gifts, is done without faith and good incentives, Asat (all that is untrue and representative of darkness) is attained. By achieving Asat, one has really gained absolutely nothing, O Son of Kunti, because I hold the acts performed in Asat as useless, and having no importance in this world or in the afterworld.",0.0,652.848,1060.8845,280.53928,0.0
622,Moksha-Sanyasa Yoga,18,1,"Arjuna asked the Almighty Krishna:Please explain to me, Dear Lord, what it means to have truly RENOUNCED (surrendered from a materialistic nature) in this life.",927.8924,765.4459,530.0044,0.0,0.0
623,Moksha-Sanyasa Yoga,18,2,"The Blessed Lord replied:If one entirely gives up all selfish motives, desires and actions, this is called true RENUNCIATION, and he who has given up all desires for rewards for all work he has accomplished, is considered by Me to have totally SURRENDERED from the material way of life.",1345.9152,1122.478,801.20483,0.0,0.0
624,Moksha-Sanyasa Yoga,18,3,"It is common for some people to say that constant constructive action disturbs people from fully concentrating on the Lord and his many beautiful qualities. Therefore, all performance of any task or responsibility should be renounced as well. However, still, other people say that all actions except those done for sacrifice, self-harmony, or gift-giving, should be given up.",1662.9323,1388.0519,938.03314,0.0,0.0
625,Moksha-Sanyasa Yoga,18,4,"Now My Dear Disciple, listen to Me as I disclose to you the true secret of surrendering and abandonment of materialism in this world. O Best of Men, there are three kinds of abandonment in this world that have been declared in this world by Me.",721.1447,796.44904,986.7417,0.0,0.0
626,Moksha-Sanyasa Yoga,18,5,"Tasks which involve works of sacrifice, gift-giving, and self-improvement should never be abandoned and should always be performed. I consider these acts, O Arjuna, to be those of purification and all those who are wise realize this fact.",1703.9045,1420.7574,931.2657,0.0,0.0
627,Moksha-Sanyasa Yoga,18,6,"However, dear Arjuna, these works of purification should be performed with freedom from attachment to material goods and without expectation of any rewards resulting from these actions. This, O Partha, is My decided and final word.",681.3692,741.352,965.4067,0.0,0.0
628,Moksha-Sanyasa Yoga,18,7,"The Blessed Lord Advised: O Arjuna, it would be unwise to leave the holy work that should be completed, unfinished, Such an abandonment of work and surrender from action is a sin and would be an act of darkness as well as delusion.",936.91766,867.46954,1030.0642,0.0,0.0
629,Moksha-Sanyasa Yoga,18,8,"O Arjuna, he who abandons his duties because he fears that some discomfort or pain will come to him by performing these duties, is of the Rajas Guna (nature) and his way of surrendering from work is a sign of this nature within him. You must realize, O Arjuna, that person actually accomplishes nothing when he performs his various tasks.",1171.4211,959.86554,763.19586,0.0,0.0
630,Moksha-Sanyasa Yoga,18,9,"But, O son of Kunti, he who partakes in these holy tasks, O Arjuna, only because he knows that it is his duty to accomplish them, and at the same time forsakes all selfish desires and thoughts of receiving rewards, is considered by Me to be a man of ?goodness.? Because of performing his pure work, this man produces only peace, divine joy, and other SAATVIC results.",1347.3369,1114.1862,826.6123,0.0,0.0
631,Moksha-Sanyasa Yoga,18,10,"This wiseman, whose doubts no longer exist, who has learned the real truth about renunciation in this world, is a pure and SAATVIC man of peace. Whether a particular task is pleasant or painful to perform, he receives joy from accomplishing it.",1507.1714,1253.3167,881.7682,0.0,0.0
632,Moksha-Sanyasa Yoga,18,11,"Understand, Best of Men (Arjuna), that a mortal being cannot easily surrender and abstain entirely from work in this world. But it is possible for a person to surrender himself totally, from desiring rewards from the work he accomplishes. In My eyes dear Arjuna, he who does this, is one who has truly renounced this material world.",1148.783,945.47534,718.8379,0.0,0.0
633,Moksha-Sanyasa Yoga,18,12,"When a man perform duties (or work) of any kind only for the sake of reward, the work at times either brings pleasure or certain occasions, pain. However dear Arjuna, he who does work for the sake of gaining Eternal Happiness (by union with Me), he undoubtfully receives this Eternal and Infinite Bliss.",0.0,747.7527,837.3916,960.33527,0.0
634,Moksha-Sanyasa Yoga,18,13,"O Mighty-armed Arjuna, learn and realize from Me the five causes of all the actions in this world as stated in the holy SAMKHYA (one of the philosophical teachings on the subject of KARMA in the VEDANTA) in which all the end results of all actions are found.",0.0,1430.5255,1439.5752,2256.9526,0.0
635,Moksha-Sanyasa Yoga,18,14,"The Lord described the five causes of action: The body itself, is the first. The second is the owner of the body who actually performs the action. The third is the various senses of the body, which allow perception of the world. The fourth is the different functions performed by the being and finally the Super-Soul within the being.",0.0,1519.2882,1533.4089,2305.9463,0.0
636,Moksha-Sanyasa Yoga,18,15,"Whether a being?s means of actions are his body, mind, or speech, all of his actions whether good or bad. are caused by these five factors.",1064.2604,900.4845,972.3492,0.0,0.0
637,Moksha-Sanyasa Yoga,18,16,"Therefore dear Arjuna, He who looks upon himself as the doer of all his actions, disregarding all of the five actual causes of action, has clouded vision, deluded intelligence, and cannot see things as they really are.",898.9014,979.36993,1166.4661,0.0,0.0
638,Moksha-Sanyasa Yoga,18,17,"He who is free from the bondages of selfishness, and is rid of all ill thoughts, and desires, even if he kills others in this world, he is not actually killing them (because he, in effect, is carrying out his prescribed duty which is actually the predetermined will of God). This person is not bound to this world by his actions in any way whatsoever, O Arjuna.",1326.6299,1081.7825,878.89856,0.0,0.0
639,Moksha-Sanyasa Yoga,18,18,"rjuna, there are three instigators (stimuli) of action in this world namely, knowledge itself (that which is perceived through the senses and interpreted by a being through his mind and intellect), the object of knowledge (that which a being uses to receive his knowledge and ultimately gains his intelligence from after he perceives the useful information through his senses), and of course the knower (who is the SELF or the JIVATMAN ? that which receives and is affected by the stimulus to perform the action of learning). The three factors involved in the accomplishment of any task are the senses, the actual work and the performer of the work.",0.0,1289.0936,1317.451,1910.5964,0.0
640,Moksha-Sanyasa Yoga,18,19,"Now Arjuna, listen as I tell you the different kinds of knowledge, types of work, and the different categories of workers, that have been stated in the terms outlined by the philosophies of the three modes of material nature.",0.0,1218.81,1738.03,959.2037,0.0
641,Moksha-Sanyasa Yoga,18,20,"When one can see Eternity, Infinity, and an undivided spiritual nature in things that are mortal, perishable, and divided in their spiritual nature, he has acquired the pure SAATVIC knowledge (or the knowledge of ?goodness,? concerning the spiritual soul beyond the body).",0.0,791.3209,1202.3872,507.89893,0.0
642,Moksha-Sanyasa Yoga,18,21,"However, Partha, if one can only see the multitude of things in this world in terms of their limitations and divisions, then this being possesses the impure knowledge of the Rajas mode of nature. (This passionately natured person possesses knowledge that is derived from many theories, teachings, mental logic, and speculation that exist in this world).",0.0,938.3547,1436.1288,576.9047,0.0
643,Moksha-Sanyasa Yoga,18,22,"However dear Arjuna, if one selfishly views one particular thing (namely the body) as if it is all and everything that is to be concerned about, the knowledge he possesses does not allow him to see beyond the perishable objects and beings in this world. He considers himself the one and only, independent, and seperate from all other beings in this world.",1732.3231,1444.444,984.38904,0.0,0.0
644,Moksha-Sanyasa Yoga,18,23,"The Blessed Lord explained: When work is done as if it were a sacred task, Without any selfish, motives, with a peaceful mind, without any feelings of lust and hate, and without any desire for rewards, I consider this work to be pure and SATTVIC.",1657.7352,1382.0955,904.36334,0.0,0.0
645,Moksha-Sanyasa Yoga,18,24,"But when any task is completed with selfish desires in mind, looked upon as an effort and nothing more, looked upon as if it was a great sacrifice to have completed a task, this type of work is impure and only performed by Rajas-natured people.",1378.4465,1118.6329,934.61316,0.0,0.0
646,Moksha-Sanyasa Yoga,18,25,"The work which one completes with a confused mind and deluded intelligence, without any cares about the horrible consequences that might result from his selfish tasks; work that is done without concern for the bondage that it creates for the performer; work done without any heed to injury or harm that might come to others because of one?s (evil) actions; or work accomplished without worrying about one?s own loss; these are work done out of darkness by those who are known as Tamsic-natured people.",1049.7847,842.3549,740.036,0.0,0.0
647,Moksha-Sanyasa Yoga,18,26,"A man who is free from the bondages of selfish and material attachments, who is without a false ego, unaffected by material desires or the fluctuations between success and failure, and who has enthusiasm, is said to be a man of the Saatvic-nature and in the mode of goodness.",0.0,1116.8206,1571.4681,918.7576,0.0
648,Moksha-Sanyasa Yoga,18,27,"The worker who is over-attached to his work and activity, and to the results of his work, who wants to enjoy the good results, who is always jealous of the other?s possessions, is selfish, greedy, violent, impure, and who is affected by both pleasure and pain, is a man of the impure, Rajas-nature.",0.0,931.68933,1472.6718,381.5586,0.0
